case_id,customer_id,product_id,status,priority,subject,created_date,resolution_time_hours
CAS-000272,CUST_07376,PRD_1435,In Progress,Medium,Product arrived damaged,2025-08-01 05:17:08,
CAS-000273,CUST_12839,PRD_0613,Closed,Medium,Need help with assembly,2025-08-01 07:17:08,144.1
CAS-000274,CUST_15514,PRD_0714,Closed,Medium,Defective item,2025-08-01 07:17:08,57.3
CAS-000275,CUST_06393,PRD_1436,Closed,Medium,Defective item,2025-08-01 08:17:08,48.3
CAS-000276,CUST_19019,PRD_0111,New,Low,Missing parts in box,2025-08-01 11:17:08,
CAS-000277,CUST_15809,PRD_0597,Closed,Low,Need help with assembly,2025-08-01 11:17:08,24.0
CAS-000278,CUST_06412,PRD_1334,In Progress,High,Product arrived damaged,2025-08-01 12:17:08,
CAS-000279,CUST_04837,PRD_0772,Closed,High,Defective item,2025-08-01 12:17:08,18.0
CAS-000280,CUST_11652,PRD_0971,Closed,Low,Need help with assembly,2025-08-01 12:17:08,10.4
CAS-000281,CUST_11092,PRD_1216,Closed,Low,Defective item,2025-08-01 12:17:08,87.1
CAS-000282,CUST_01114,PRD_0244,Closed,Medium,Warranty claim inquiry,2025-08-01 13:17:08,68.5
CAS-000283,CUST_05653,PRD_1337,Closed,Low,Defective item,2025-08-01 14:17:08,100.6
CAS-000284,CUST_02937,PRD_0950,Closed,Critical,Defective item,2025-08-01 14:17:08,113.0
CAS-000285,CUST_12037,PRD_0024,In Progress,Medium,Where is my order?,2025-08-01 15:17:08,
CAS-000286,CUST_16704,PRD_0461,In Progress,Low,Product arrived damaged,2025-08-01 18:17:08,
CAS-000287,CUST_03099,PRD_1215,Closed,Critical,Need help with assembly,2025-08-01 18:17:08,81.1
CAS-000288,CUST_09777,PRD_1171,Closed,Critical,Need help with assembly,2025-08-01 21:17:08,118.4
CAS-000289,CUST_17614,PRD_0379,New,Low,Defective item,2025-08-01 23:17:08,
CAS-000290,CUST_17578,PRD_1086,Closed,Low,Billing question,2025-08-02 05:17:08,93.9
CAS-000291,CUST_17662,PRD_1462,New,High,Where is my order?,2025-08-02 05:17:08,
CAS-000292,CUST_03845,PRD_0371,Closed,Low,Need help with assembly,2025-08-02 07:17:08,111.0
CAS-000293,CUST_10299,PRD_0252,New,Medium,Product arrived damaged,2025-08-02 08:17:08,
CAS-000294,CUST_05283,PRD_0180,In Progress,Low,Missing parts in box,2025-08-02 11:17:08,
CAS-000295,CUST_16586,PRD_0612,Closed,Low,Return request,2025-08-02 12:17:08,164.6
CAS-000296,CUST_00003,PRD_0509,Closed,Low,Missing parts in box,2025-08-02 14:17:08,164.2
CAS-000297,CUST_09615,PRD_1350,New,High,Billing question,2025-08-02 15:17:08,
CAS-000298,CUST_10255,PRD_1071,In Progress,Medium,Return request,2025-08-02 18:17:08,
CAS-000299,CUST_01466,PRD_0486,Closed,Medium,Product arrived damaged,2025-08-02 18:17:08,115.9
CAS-000300,CUST_07053,PRD_0275,In Progress,Low,Warranty claim inquiry,2025-08-02 20:17:08,
CAS-000301,CUST_13829,PRD_0153,Closed,Low,Missing parts in box,2025-08-02 22:17:08,122.8
CAS-000302,CUST_05352,PRD_0820,In Progress,Medium,Billing question,2025-08-02 23:17:08,
CAS-000303,CUST_13938,PRD_1423,New,Low,Need help with assembly,2025-08-03 04:17:08,
CAS-000304,CUST_06313,PRD_1464,Closed,Low,Return request,2025-08-03 04:17:08,123.4
CAS-000305,CUST_05376,PRD_0860,Closed,Medium,Need help with assembly,2025-08-03 06:17:08,86.4
CAS-000306,CUST_12418,PRD_0054,Escalated,Medium,Warranty claim inquiry,2025-08-03 08:17:08,
CAS-000307,CUST_03605,PRD_1401,New,Low,Defective item,2025-08-03 14:17:08,
CAS-000308,CUST_11889,PRD_0684,New,Medium,Missing parts in box,2025-08-03 14:17:08,
CAS-000309,CUST_08967,PRD_0021,In Progress,Medium,Where is my order?,2025-08-03 15:17:08,
CAS-000310,CUST_03441,PRD_0253,Closed,Critical,Need help with assembly,2025-08-03 20:17:08,64.2
CAS-000311,CUST_16044,PRD_0196,Closed,High,Return request,2025-08-03 20:17:08,99.3
CAS-000312,CUST_19906,PRD_0203,Closed,High,Product arrived damaged,2025-08-03 22:17:08,93.1
CAS-000313,CUST_12766,PRD_0371,In Progress,High,Return request,2025-08-04 03:17:08,
CAS-000314,CUST_18078,PRD_1218,Closed,Medium,Defective item,2025-08-04 04:17:08,132.7
CAS-000315,CUST_16829,PRD_1461,Closed,Low,Need help with assembly,2025-08-04 04:17:08,2.6
CAS-000316,CUST_08762,PRD_0109,Closed,Low,Return request,2025-08-04 05:17:08,95.8
CAS-000317,CUST_15001,PRD_0375,Closed,Low,Billing question,2025-08-04 06:17:08,102.7
CAS-000318,CUST_09039,PRD_0877,Closed,Medium,Warranty claim inquiry,2025-08-04 08:17:08,84.9
CAS-000319,CUST_10016,PRD_0833,Escalated,High,Return request,2025-08-04 13:17:08,
CAS-000320,CUST_07866,PRD_0192,Closed,Medium,Need help with assembly,2025-08-04 14:17:08,13.8
CAS-000321,CUST_16150,PRD_0022,Closed,Low,Defective item,2025-08-04 15:17:08,48.7
CAS-000322,CUST_16313,PRD_1055,Closed,High,Where is my order?,2025-08-04 16:17:08,23.8
CAS-000323,CUST_00239,PRD_1463,Closed,Medium,Defective item,2025-08-04 16:17:08,153.1
CAS-000324,CUST_17306,PRD_1401,Closed,Medium,Product arrived damaged,2025-08-04 17:17:08,41.8
CAS-000325,CUST_17155,PRD_0461,Closed,Critical,Need help with assembly,2025-08-04 20:17:08,113.6
CAS-000326,CUST_16833,PRD_0724,New,High,Product arrived damaged,2025-08-04 21:17:08,
CAS-000327,CUST_03711,PRD_0693,Closed,Low,Warranty claim inquiry,2025-08-04 21:17:08,63.3
CAS-000328,CUST_09505,PRD_0613,Closed,High,Billing question,2025-08-05 00:17:08,144.3
CAS-000329,CUST_18640,PRD_0807,In Progress,Low,Warranty claim inquiry,2025-08-05 04:17:08,
CAS-000330,CUST_16893,PRD_0073,Closed,High,Billing question,2025-08-05 05:17:08,161.2
CAS-000331,CUST_00194,PRD_1261,Closed,High,Billing question,2025-08-05 07:17:08,10.6
CAS-000332,CUST_00169,PRD_0717,Escalated,Low,Need help with assembly,2025-08-05 07:17:08,
CAS-000333,CUST_06474,PRD_0174,Closed,Low,Need help with assembly,2025-08-05 07:17:08,72.9
CAS-000334,CUST_08197,PRD_0464,Closed,High,Billing question,2025-08-05 08:17:08,2.2
CAS-000335,CUST_05970,PRD_1099,Closed,Low,Missing parts in box,2025-08-05 11:17:08,72.5
CAS-000336,CUST_14397,PRD_0332,In Progress,Medium,Need help with assembly,2025-08-05 11:17:08,
CAS-000337,CUST_06504,PRD_0227,Closed,Medium,Warranty claim inquiry,2025-08-05 11:17:08,61.0
CAS-000338,CUST_13798,PRD_0679,In Progress,Low,Product arrived damaged,2025-08-05 13:17:08,
CAS-000339,CUST_15706,PRD_1363,In Progress,Low,Missing parts in box,2025-08-05 13:17:08,
CAS-000340,CUST_16239,PRD_1397,In Progress,Medium,Need help with assembly,2025-08-05 13:17:08,
CAS-000341,CUST_13104,PRD_1028,Escalated,Medium,Defective item,2025-08-05 15:17:08,
CAS-000342,CUST_00694,PRD_0259,In Progress,Critical,Need help with assembly,2025-08-05 16:17:08,
CAS-000343,CUST_07750,PRD_0107,Escalated,Low,Return request,2025-08-05 17:17:08,
CAS-000344,CUST_15735,PRD_0593,Closed,Medium,Missing parts in box,2025-08-05 17:17:08,2.3
CAS-000345,CUST_04997,PRD_1494,Closed,Medium,Need help with assembly,2025-08-05 17:17:08,42.4
CAS-000346,CUST_08636,PRD_1436,In Progress,Medium,Warranty claim inquiry,2025-08-05 18:17:08,
CAS-000347,CUST_03378,PRD_1436,Closed,Medium,Need help with assembly,2025-08-05 18:17:08,80.1
CAS-000348,CUST_04874,PRD_0470,In Progress,High,Where is my order?,2025-08-05 20:17:08,
CAS-000349,CUST_06298,PRD_0300,In Progress,Low,Defective item,2025-08-05 22:17:08,
CAS-000350,CUST_01670,PRD_0779,New,Low,Defective item,2025-08-06 00:17:08,
CAS-000351,CUST_07268,PRD_0689,Closed,Medium,Defective item,2025-08-06 01:17:08,164.7
CAS-000352,CUST_09971,PRD_0226,Closed,Medium,Missing parts in box,2025-08-06 03:17:08,108.5
CAS-000353,CUST_08093,PRD_0656,Closed,High,Product arrived damaged,2025-08-06 04:17:08,119.8
CAS-000354,CUST_10540,PRD_0435,In Progress,Low,Missing parts in box,2025-08-06 07:17:08,
CAS-000355,CUST_06057,PRD_0517,Closed,High,Billing question,2025-08-06 08:17:08,17.8
CAS-000356,CUST_00448,PRD_1399,Closed,Low,Need help with assembly,2025-08-06 11:17:08,17.2
CAS-000357,CUST_11842,PRD_1207,Escalated,Medium,Return request,2025-08-06 13:17:08,
CAS-000358,CUST_19148,PRD_0787,In Progress,Low,Where is my order?,2025-08-06 15:17:08,
CAS-000359,CUST_03944,PRD_0085,Closed,Low,Warranty claim inquiry,2025-08-06 18:17:08,125.0
CAS-000360,CUST_03233,PRD_0154,In Progress,Medium,Return request,2025-08-06 19:17:08,
CAS-000361,CUST_06620,PRD_1093,Escalated,Medium,Need help with assembly,2025-08-06 21:17:08,
CAS-000362,CUST_18039,PRD_1458,New,Low,Missing parts in box,2025-08-06 22:17:08,
CAS-000363,CUST_18362,PRD_0712,Closed,Medium,Return request,2025-08-06 23:17:08,142.3
CAS-000364,CUST_02219,PRD_0989,Closed,Medium,Defective item,2025-08-07 02:17:08,153.1
CAS-000365,CUST_05471,PRD_1228,Closed,Critical,Missing parts in box,2025-08-07 02:17:08,133.1
CAS-000366,CUST_18553,PRD_0125,Closed,Low,Warranty claim inquiry,2025-08-07 03:17:08,8.6
CAS-000367,CUST_16826,PRD_0154,Closed,Low,Need help with assembly,2025-08-07 03:17:08,115.3
CAS-000368,CUST_12788,PRD_0821,Closed,Medium,Missing parts in box,2025-08-07 07:17:08,94.9
CAS-000369,CUST_18740,PRD_0447,In Progress,Low,Product arrived damaged,2025-08-07 11:17:08,
CAS-000370,CUST_17206,PRD_0531,Closed,Medium,Missing parts in box,2025-08-07 14:17:08,77.1
CAS-000371,CUST_03903,PRD_0351,Closed,Low,Warranty claim inquiry,2025-08-07 16:17:08,45.8
CAS-000372,CUST_01281,PRD_1310,New,Low,Need help with assembly,2025-08-07 18:17:08,
CAS-000373,CUST_01689,PRD_1316,Closed,Low,Warranty claim inquiry,2025-08-07 22:17:08,23.2
CAS-000374,CUST_11386,PRD_1296,Closed,Low,Return request,2025-08-08 03:17:08,20.4
CAS-000375,CUST_17999,PRD_0541,Escalated,High,Need help with assembly,2025-08-08 04:17:08,
CAS-000376,CUST_01877,PRD_1282,Closed,Medium,Product arrived damaged,2025-08-08 04:17:08,55.2
CAS-000377,CUST_05792,PRD_0525,Closed,Low,Product arrived damaged,2025-08-08 11:17:08,162.2
CAS-000378,CUST_19113,PRD_0218,Closed,Critical,Defective item,2025-08-08 12:17:08,131.0
CAS-000379,CUST_19804,PRD_1129,Closed,Low,Warranty claim inquiry,2025-08-08 16:17:08,105.6
CAS-000380,CUST_19060,PRD_1290,Closed,Low,Defective item,2025-08-08 16:17:08,45.9
CAS-000381,CUST_14219,PRD_0755,In Progress,Low,Need help with assembly,2025-08-08 18:17:08,
CAS-000382,CUST_06063,PRD_0361,Closed,Low,Warranty claim inquiry,2025-08-08 19:17:08,31.3
CAS-000383,CUST_09243,PRD_0044,Closed,High,Missing parts in box,2025-08-08 20:17:08,31.1
CAS-000384,CUST_12918,PRD_1408,In Progress,Low,Warranty claim inquiry,2025-08-08 23:17:08,
CAS-000385,CUST_08037,PRD_0932,New,Low,Defective item,2025-08-09 02:17:08,
CAS-000386,CUST_00387,PRD_1236,In Progress,Medium,Where is my order?,2025-08-09 05:17:08,
CAS-000387,CUST_01434,PRD_0271,Closed,Low,Warranty claim inquiry,2025-08-09 06:17:08,139.0
CAS-000388,CUST_19649,PRD_0028,Closed,Low,Product arrived damaged,2025-08-09 06:17:08,157.7
CAS-000389,CUST_11089,PRD_1449,Closed,Low,Where is my order?,2025-08-09 13:17:08,123.9
CAS-000390,CUST_18444,PRD_0910,In Progress,Medium,Need help with assembly,2025-08-09 17:17:08,
CAS-000391,CUST_07990,PRD_0115,Escalated,Medium,Missing parts in box,2025-08-09 18:17:08,
CAS-000392,CUST_03370,PRD_1116,Closed,Low,Missing parts in box,2025-08-09 22:17:08,138.8
CAS-000393,CUST_13609,PRD_0291,In Progress,High,Product arrived damaged,2025-08-09 23:17:08,
CAS-000394,CUST_04830,PRD_0724,Closed,Low,Missing parts in box,2025-08-09 23:17:08,72.3
CAS-000395,CUST_12608,PRD_1407,In Progress,High,Where is my order?,2025-08-10 00:17:08,
CAS-000396,CUST_09235,PRD_0732,Closed,Critical,Where is my order?,2025-08-10 01:17:08,38.5
CAS-000397,CUST_02779,PRD_0089,Closed,Low,Need help with assembly,2025-08-10 02:17:08,155.2
CAS-000398,CUST_19649,PRD_0372,In Progress,Medium,Defective item,2025-08-10 07:17:08,
CAS-000399,CUST_09882,PRD_1280,In Progress,Medium,Missing parts in box,2025-08-10 09:17:08,
CAS-000400,CUST_16360,PRD_1356,Escalated,Low,Return request,2025-08-10 11:17:08,
CAS-000401,CUST_02503,PRD_0005,Closed,High,Need help with assembly,2025-08-10 14:17:08,119.8
CAS-000402,CUST_14638,PRD_1478,Closed,Low,Billing question,2025-08-10 14:17:08,25.7
CAS-000403,CUST_09126,PRD_0297,Closed,Low,Where is my order?,2025-08-10 16:17:08,72.4
CAS-000404,CUST_12617,PRD_0723,Escalated,Low,Return request,2025-08-10 17:17:08,
CAS-000405,CUST_19718,PRD_1304,Closed,Medium,Return request,2025-08-10 19:17:08,163.5
CAS-000406,CUST_08058,PRD_0785,In Progress,High,Defective item,2025-08-10 19:17:08,
CAS-000407,CUST_17571,PRD_0472,Closed,Medium,Defective item,2025-08-10 21:17:08,83.3
CAS-000408,CUST_17267,PRD_1184,New,Medium,Warranty claim inquiry,2025-08-10 21:17:08,
CAS-000409,CUST_00563,PRD_0743,Closed,Low,Billing question,2025-08-10 23:17:08,1.5
CAS-000410,CUST_11448,PRD_0740,Closed,High,Need help with assembly,2025-08-11 02:17:08,10.9
CAS-000411,CUST_18072,PRD_0863,In Progress,Low,Warranty claim inquiry,2025-08-11 02:17:08,
CAS-000412,CUST_04516,PRD_0241,In Progress,Low,Need help with assembly,2025-08-11 04:17:08,
CAS-000413,CUST_12180,PRD_0111,Closed,Low,Where is my order?,2025-08-11 05:17:08,162.1
CAS-000414,CUST_05184,PRD_0062,Closed,Low,Need help with assembly,2025-08-11 08:17:08,140.9
CAS-000415,CUST_18651,PRD_0853,Closed,Low,Need help with assembly,2025-08-11 12:17:08,13.9
CAS-000416,CUST_17284,PRD_1431,Closed,Medium,Missing parts in box,2025-08-11 15:17:08,24.4
CAS-000417,CUST_00433,PRD_0588,Closed,Medium,Where is my order?,2025-08-11 15:17:08,75.1
CAS-000418,CUST_01053,PRD_1238,In Progress,High,Need help with assembly,2025-08-11 17:17:08,
CAS-000419,CUST_14887,PRD_1135,Closed,Low,Missing parts in box,2025-08-11 20:17:08,140.1
CAS-000420,CUST_13883,PRD_0322,Closed,Medium,Missing parts in box,2025-08-11 20:17:08,119.5
CAS-000421,CUST_04101,PRD_0434,Closed,Medium,Defective item,2025-08-11 20:17:08,164.3
CAS-000422,CUST_18327,PRD_1240,Closed,Low,Where is my order?,2025-08-11 21:17:08,31.7
CAS-000423,CUST_13275,PRD_0780,Closed,Medium,Need help with assembly,2025-08-11 21:17:08,53.3
CAS-000424,CUST_13901,PRD_0399,New,Low,Missing parts in box,2025-08-11 22:17:08,
CAS-000425,CUST_19766,PRD_0688,In Progress,Low,Product arrived damaged,2025-08-12 02:17:08,
CAS-000426,CUST_03489,PRD_0134,In Progress,Low,Warranty claim inquiry,2025-08-12 12:17:08,
CAS-000427,CUST_18078,PRD_0414,Closed,Medium,Product arrived damaged,2025-08-12 12:17:08,52.6
CAS-000428,CUST_18682,PRD_1157,In Progress,Low,Product arrived damaged,2025-08-12 13:17:08,
CAS-000429,CUST_10309,PRD_0191,Closed,Medium,Missing parts in box,2025-08-12 13:17:08,8.6
CAS-000430,CUST_09254,PRD_0816,New,Low,Warranty claim inquiry,2025-08-12 14:17:08,
CAS-000431,CUST_11661,PRD_0266,Escalated,Low,Where is my order?,2025-08-12 14:17:08,
CAS-000432,CUST_16502,PRD_0207,Escalated,High,Need help with assembly,2025-08-12 19:17:08,
CAS-000433,CUST_15629,PRD_1201,New,Medium,Product arrived damaged,2025-08-12 20:17:08,
CAS-000434,CUST_15176,PRD_0162,In Progress,Low,Where is my order?,2025-08-12 22:17:08,
CAS-000435,CUST_04616,PRD_1472,Closed,Low,Need help with assembly,2025-08-12 23:17:08,37.0
CAS-000436,CUST_19948,PRD_1335,Closed,Medium,Return request,2025-08-13 00:17:08,166.7
CAS-000437,CUST_14120,PRD_0082,Closed,Low,Defective item,2025-08-13 06:17:08,49.6
CAS-000438,CUST_19887,PRD_0154,In Progress,Critical,Need help with assembly,2025-08-13 08:17:08,
CAS-000439,CUST_00490,PRD_0293,Closed,Critical,Missing parts in box,2025-08-13 09:17:08,17.3
CAS-000440,CUST_02857,PRD_1022,Closed,Critical,Where is my order?,2025-08-13 15:17:08,131.5
CAS-000441,CUST_02234,PRD_0574,Closed,Low,Return request,2025-08-13 16:17:08,50.4
CAS-000442,CUST_15098,PRD_0529,Closed,Low,Billing question,2025-08-13 18:17:08,119.7
CAS-000443,CUST_04603,PRD_0254,Closed,Medium,Billing question,2025-08-14 00:17:08,74.8
CAS-000444,CUST_13138,PRD_0838,New,High,Need help with assembly,2025-08-14 01:17:08,
CAS-000445,CUST_10278,PRD_0766,Closed,Medium,Where is my order?,2025-08-14 02:17:08,105.3
CAS-000446,CUST_01399,PRD_1272,Closed,Medium,Product arrived damaged,2025-08-14 02:17:08,44.9
CAS-000447,CUST_00261,PRD_0317,Closed,Low,Where is my order?,2025-08-14 04:17:08,138.1
CAS-000448,CUST_13084,PRD_0150,In Progress,Low,Warranty claim inquiry,2025-08-14 06:17:08,
CAS-000449,CUST_15266,PRD_0960,Closed,Medium,Billing question,2025-08-14 06:17:08,16.6
CAS-000450,CUST_03551,PRD_0813,In Progress,Low,Defective item,2025-08-14 08:17:08,
CAS-000451,CUST_10397,PRD_0702,In Progress,Low,Billing question,2025-08-14 11:17:08,
CAS-000452,CUST_03747,PRD_0571,In Progress,Medium,Billing question,2025-08-14 12:17:08,
CAS-000453,CUST_15400,PRD_0299,New,Low,Warranty claim inquiry,2025-08-14 13:17:08,
CAS-000454,CUST_19697,PRD_0779,Escalated,Low,Product arrived damaged,2025-08-14 18:17:08,
CAS-000455,CUST_15513,PRD_0438,Closed,Low,Product arrived damaged,2025-08-14 18:17:08,72.8
CAS-000456,CUST_13859,PRD_0553,In Progress,Low,Missing parts in box,2025-08-14 20:17:08,
CAS-000457,CUST_13274,PRD_0168,Closed,Low,Missing parts in box,2025-08-14 20:17:08,12.6
CAS-000458,CUST_07016,PRD_1372,Closed,Medium,Missing parts in box,2025-08-14 20:17:08,71.1
CAS-000459,CUST_14043,PRD_0701,In Progress,Low,Missing parts in box,2025-08-15 03:17:08,
CAS-000460,CUST_13734,PRD_0987,In Progress,Low,Billing question,2025-08-15 04:17:08,
CAS-000461,CUST_14313,PRD_0727,Closed,Medium,Defective item,2025-08-15 05:17:08,162.3
CAS-000462,CUST_06507,PRD_0160,Closed,Medium,Need help with assembly,2025-08-15 05:17:08,150.3
CAS-000463,CUST_10372,PRD_0030,Escalated,Critical,Need help with assembly,2025-08-15 10:17:08,
CAS-000464,CUST_10369,PRD_0233,Closed,High,Defective item,2025-08-15 11:17:08,84.4
CAS-000465,CUST_14764,PRD_0258,In Progress,Medium,Billing question,2025-08-15 11:17:08,
CAS-000466,CUST_06150,PRD_0861,Closed,Medium,Need help with assembly,2025-08-15 12:17:08,7.1
CAS-000467,CUST_06264,PRD_1392,Closed,Low,Product arrived damaged,2025-08-15 12:17:08,36.0
CAS-000468,CUST_10059,PRD_1029,Closed,Low,Where is my order?,2025-08-15 13:17:08,51.4
CAS-000469,CUST_13448,PRD_0721,Closed,Medium,Return request,2025-08-15 14:17:08,77.2
CAS-000470,CUST_11005,PRD_0233,Closed,Medium,Need help with assembly,2025-08-15 17:17:08,163.7
CAS-000471,CUST_05330,PRD_1112,Closed,Low,Defective item,2025-08-15 23:17:08,93.3
CAS-000472,CUST_14336,PRD_1299,Closed,High,Missing parts in box,2025-08-16 01:17:08,116.0
CAS-000473,CUST_03252,PRD_0180,Closed,High,Where is my order?,2025-08-16 01:17:08,152.3
CAS-000474,CUST_13477,PRD_0213,New,Low,Billing question,2025-08-16 02:17:08,
CAS-000475,CUST_14553,PRD_1031,Closed,Medium,Product arrived damaged,2025-08-16 03:17:08,92.0
CAS-000476,CUST_14898,PRD_1130,Closed,High,Defective item,2025-08-16 04:17:08,36.4
CAS-000477,CUST_04078,PRD_0719,In Progress,High,Billing question,2025-08-16 05:17:08,
CAS-000478,CUST_12970,PRD_0016,Closed,High,Return request,2025-08-16 09:17:08,118.5
CAS-000479,CUST_08668,PRD_0630,Closed,Medium,Defective item,2025-08-16 11:17:08,45.7
CAS-000480,CUST_01071,PRD_0032,Closed,Low,Product arrived damaged,2025-08-17 02:17:08,152.8
CAS-000481,CUST_17006,PRD_1229,In Progress,Low,Return request,2025-08-17 02:17:08,
CAS-000482,CUST_14091,PRD_0496,Escalated,Critical,Defective item,2025-08-17 04:17:08,
CAS-000483,CUST_01691,PRD_1184,In Progress,Medium,Defective item,2025-08-17 08:17:08,
CAS-000484,CUST_05693,PRD_0826,In Progress,Medium,Return request,2025-08-17 08:17:08,
CAS-000485,CUST_04140,PRD_1033,Closed,Medium,Where is my order?,2025-08-17 08:17:08,17.6
CAS-000486,CUST_08528,PRD_1133,Closed,Medium,Need help with assembly,2025-08-17 10:17:08,141.8
CAS-000487,CUST_14334,PRD_0024,Closed,Low,Need help with assembly,2025-08-17 12:17:08,16.6
CAS-000488,CUST_02582,PRD_1172,New,Medium,Defective item,2025-08-17 14:17:08,
CAS-000489,CUST_14868,PRD_1300,New,Medium,Return request,2025-08-17 15:17:08,
CAS-000490,CUST_07267,PRD_0609,In Progress,Medium,Warranty claim inquiry,2025-08-17 17:17:08,
CAS-000491,CUST_12390,PRD_0534,Closed,Low,Product arrived damaged,2025-08-17 18:17:08,131.3
CAS-000492,CUST_00759,PRD_1308,In Progress,High,Where is my order?,2025-08-17 18:17:08,
CAS-000493,CUST_04021,PRD_0220,In Progress,High,Need help with assembly,2025-08-17 21:17:08,
CAS-000494,CUST_03041,PRD_0159,In Progress,High,Billing question,2025-08-18 03:17:08,
CAS-000495,CUST_03299,PRD_1006,Closed,High,Product arrived damaged,2025-08-18 03:17:08,35.7
CAS-000496,CUST_06891,PRD_1408,Closed,Medium,Defective item,2025-08-18 05:17:08,105.5
CAS-000497,CUST_05280,PRD_0369,Closed,Low,Missing parts in box,2025-08-18 05:17:08,152.7
CAS-000498,CUST_18590,PRD_1293,New,Low,Product arrived damaged,2025-08-18 05:17:08,
CAS-000499,CUST_11364,PRD_0992,In Progress,Low,Product arrived damaged,2025-08-18 07:17:08,
CAS-000500,CUST_03985,PRD_0395,In Progress,Medium,Product arrived damaged,2025-08-18 08:17:08,
CAS-000501,CUST_07088,PRD_0748,Closed,Medium,Where is my order?,2025-08-18 09:17:08,128.1
CAS-000502,CUST_02735,PRD_1491,Closed,Low,Need help with assembly,2025-08-18 10:17:08,24.1
CAS-000503,CUST_03014,PRD_0714,In Progress,Medium,Missing parts in box,2025-08-18 11:17:08,
CAS-000504,CUST_13106,PRD_0396,Closed,High,Missing parts in box,2025-08-18 12:17:08,73.8
CAS-000505,CUST_09211,PRD_0805,In Progress,Medium,Where is my order?,2025-08-18 13:17:08,
